CLIENTE FIJO 30%,TIPO CLIENTE ICE (D&N),SUB CANAL,TAMAÑO ICE KO,LOCALIDAD-AGENCIA,ZONA,Codigo DN,ID cliente/PDV,NAME Cliente (PDV),DIRECCIÓN,GERENTE COMERCIAL,PROVINCIA,DISTRITO MUNICIPAL,SECTOR,TIPO DE RUTA,RUTA PREVENTA,NOMBRE PREVENTA,Persona 1,supervisor,Persona 2,LATITUD,LONGITUD,RUTA-LOCALIDAD D&N,ZONA DE RETORNABILIDAD,Incidencia,Clasificación,ID SSTC,Estatus,Comentario,LATITUDE,LONGITUDE,LOLA,ELEGIBLE,ELIMINAR,SELECCION,ETIQUETA,MT,CDA,MT FINAL,RutaDN1,Dia_Asignado,Orden_Ruta,Punto_Inicio,TIPO,CODIGO D&N,export.Estado,DIA,Tabla11.auditor,MUESTRA CUMPL.
SI,HOME MARKET TRADICIONAL,MINIMERCADOS,ORO,HATO NUEVO,ZONA OCCIDENTAL  Y SC,9000008299,8299,S/COL. EL MONSTRUO VERDE,"C/PRINCIPAL #12, LOS JARDINES.",JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO DE LA CIUDAD,TRADICIONAL,382,FRANCISCO JAVIER GOMEZ SANTIAGO,FRANCISCO JAVIER GOMEZ SANTIAGO,MICHAEL SOSA HN,MICHAEL SOSA HN,18.4845542907715,-69.9531326293945,382 HATO NUEVO,BAJA RETORNABILIDAD,SIN INCIDENCIA,ICE,1169006928,Ultima Aprobada,Elegible,18.4845619,-69.953176,18.4845619-69.953176,ELEGIBLE,NO,T,T PANEL,DSTRIO104,HATO NUEVO,DSTRIO104-HATO NUEVO,3.0,Día 3,25.0,0.0,TITULAR,9000008299,,3.0,JENIFER GÓMEZ,Cargar
SI,HOME MARKET TRADICIONAL,TIENDAS,ORO,HATO NUEVO,ZONA OCCIDENTAL  Y SC,9000000952,952,COLMADO MELO,CCENTRO OLIMPICO ESQ BIBLIOTECA NACIONAL,JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,EL MILLÓN,TRADICIONAL,319,WANNER DE JESUS CASTILLO VICENTE,WANNER DE JESUS CASTILLO VICENTE,RAMON CUELLO HN,RAMON CUELLO HN,18.4596271514893,-69.9536895751953,319 HATO NUEVO,BAJA RETORNABILIDAD,SIN INCIDENCIA,ICE,1169008082,Ultima Aprobada,Elegible,18.45958614,-69.95379798,18.45958614-69.95379798,ELEGIBLE,NO,T,T PANEL,DSTRIO104,HATO NUEVO,DSTRIO104-HATO NUEVO,1.0,Día 1,8.0,0.0,TITULAR,9000000952,,1.0,JENIFER GÓMEZ,Cargar
SI,HOME MARKET TRADICIONAL,TIENDAS,ORO,HATO NUEVO,ZONA OCCIDENTAL  Y SC,9000004118,4118,COLMADO EL MILENIO,C/PROF. OTILIO PELAEZ ESQ. SAN JUAN BAUTISTA,JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO DE LA CIUDAD,TRADICIONAL,306,ANIBAL PUELLO,ANIBAL PUELLO,RAMON CUELLO HN,RAMON CUELLO HN,18.447624206543,-69.9637832641602,306 HATO NUEVO,BAJA RETORNABILIDAD,SIN INCIDENCIA,ICE,1169007491,Ultima Aprobada,Elegible,18.44770131,-69.96372497,18.44770131-69.96372497,ELEGIBLE,NO,T,T PANEL,DSTRIO104,HATO NUEVO,DSTRIO104-HATO NUEVO,2.0,Día 2,17.0,0.0,TITULAR,9000004118,,2.0,JENIFER GÓMEZ,Cargar
SI,HOME MARKET TRADICIONAL,TIENDAS,ORO,SANTO DOMINGO,ZONA OCCIDENTAL  Y SC,9000004905,4905,COL. SAN MARTIN DE PORRES,ERNESTO DE LA MAZA,JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,BELLA VISTA,TRADICIONAL,418,ESFRAILYN GALVEZ BAUTISTA,ESFRAILYN GALVEZ BAUTISTA,JUAN BATISTA,JUAN BATISTA,18.45270348,-69.95132446,418 SANTO DOMINGO,BAJA RETORNABILIDAD,SIN INCIDENCIA,TITAN,1150000497,Ultima Aprobada,Elegible,18.4527707,-69.9514111,18.4527707-69.9514111,ELEGIBLE,NO,T,T PANEL,DSTRIO104,SANTO DOMINGO,DSTRIO104-HATO NUEVO,1.0,Día 1,10.0,0.0,TITULAR,9000004905,,1.0,JENIFER GÓMEZ,Cargar
NO,HOME MARKET TRADICIONAL,MINIMERCADOS,ORO,HATO NUEVO,ZONA OCCIDENTAL  Y SC,9000086521,86521,CITY MARKET,FEDERICO GERARDINO,JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,PIANTINI,TRADICIONAL,332,WELLINTON YSRAEL CASANOVA MONTERO,WELLINTON YSRAEL CASANOVA MONTERO,RAMON CUELLO HN,RAMON CUELLO HN,18.47914886,-69.94039917,332 HATO NUEVO,BAJA RETORNABILIDAD,SIN INCIDENCIA,ICE,1169009692,Sin Visita,Elegible,18.47914886,-69.94039917,18.47914886-69.94039917,ELEGIBLE,NO,T,T,DSTRIO104,HATO NUEVO,DSTRIO104-HATO NUEVO,3.0,Día 3,29.0,0.0,TITULAR,9000086521,,3.0,JENIFER GÓMEZ,Cargar
SI,HOME MARKET TRADICIONAL,TIENDAS,ORO,HATO NUEVO,ZONA OCCIDENTAL  Y SC,9000128941,128941,COLMADO Y CARNICERIA MORENO,CORONEL FERNANDEZ DOMINGUEZ EL CLARET,JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO DE LA CIUDAD,TRADICIONAL,382,FRANCISCO JAVIER GOMEZ SANTIAGO,FRANCISCO JAVIER GOMEZ SANTIAGO,MICHAEL SOSA HN,MICHAEL SOSA HN,18.48538017,-69.94526672,382 HATO NUEVO,BAJA RETORNABILIDAD,SIN INCIDENCIA,ICE,1169006359,Ultima Aprobada,Elegible,18.4854283,-69.9452487,18.4854283-69.9452487,ELEGIBLE,NO,T,T PANEL,DSTRIO104,HATO NUEVO,DSTRIO104-HATO NUEVO,3.0,Día 3,27.0,0.0,TITULAR,9000128941,,3.0,JENIFER GÓMEZ,Cargar
NO,HOME MARKET TRADICIONAL,MINIMERCADOS,ORO,HATO NUEVO,ZONA OCCIDENTAL  Y SC,9000161460,161460,ORTIZ BAEZ FOOD MARKET,OLOF PALME,JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,SAN JERÓNIMO,TRADICIONAL,317,FREYMI JOSE CASTRO PEREZ,FREYMI JOSE CASTRO PEREZ,RAMON CUELLO HN,RAMON CUELLO HN,18.47028,-69.9645,317 HATO NUEVO,BAJA RETORNABILIDAD,SIN INCIDENCIA,ICE,1169009054,Sin Visita,Elegible,18.47028,-69.9645,18.47028-69.9645,ELEGIBLE,NO,T,T,DSTRIO104,HATO NUEVO,DSTRIO104-HATO NUEVO,2.0,Día 2,22.0,0.0,TITULAR,9000161460,,2.0,JENIFER GÓMEZ,Cargar
SI,HOME MARKET TRADICIONAL,MINIMERCADOS,ORO,HATO NUEVO,ZONA OCCIDENTAL  Y SC,9000001148,1148,SUPER COLMADO BAEZ II,"WINSTON ALNO, ENS. QUISQUEYA",JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,QUISQUEYA,TRADICIONAL,319,WANNER DE JESUS CASTILLO VICENTE,WANNER DE JESUS CASTILLO VICENTE,RAMON CUELLO HN,RAMON CUELLO HN,18.45786,-69.9515,319 HATO NUEVO,BAJA RETORNABILIDAD,SIN INCIDENCIA,ICE,1169008115,Ultima Aprobada,Elegible,18.45769202,-69.95156912,18.45769202-69.95156912,ELEGIBLE,NO,T,T PANEL,DSTRIO104,HATO NUEVO,DSTRIO104-HATO NUEVO,1.0,Día 1,9.0,0.0,TITULAR,9000001148,,1.0,JENIFER GÓMEZ,Cargar
SI,HOME MARKET TRADICIONAL,MINIMERCADOS,ORO,HATO NUEVO,ZONA OCCIDENTAL  Y SC,9000004204,4204,SUPER COLMADO LILY,"C/ B #1, MIRADOR NORTE",JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,CENTRO DE LA CIUDAD,TRADICIONAL,306,ANIBAL PUELLO,ANIBAL PUELLO,RAMON CUELLO HN,RAMON CUELLO HN,18.4483947753906,-69.9642868041992,306 HATO NUEVO,BAJA RETORNABILIDAD,SIN INCIDENCIA,ICE,1169007508,Ultima Aprobada,Elegible,18.44847579,-69.96439166,18.44847579-69.96439166,ELEGIBLE,NO,T,T PANEL,DSTRIO104,HATO NUEVO,DSTRIO104-HATO NUEVO,2.0,Día 2,18.0,0.0,TITULAR,9000004204,,2.0,JENIFER GÓMEZ,Cargar
SI,HOME MARKET TRADICIONAL,MINIMERCADOS,ORO,SANTO DOMINGO,ZONA OCCIDENTAL  Y SC,9000085334,85334,MINI MARKET EXPRESS,FRANCISCO SOÑE,JUAN PAULINO,DISTRITO NACIONAL,DISTRITO NACIONAL,BELLA VISTA,TRADICIONAL,418,ESFRAILYN GALVEZ BAUTISTA,ESFRAILYN GALVEZ BAUTISTA,JUAN BATISTA,JUAN BATISTA,18.45458,-69.94745,418 SANTO DOMINGO,BAJA RETORNABILIDAD,SIN INCIDENCIA,TITAN,1150023712,Ultima Aprobada,Elegible,18.4524729,-69.9497205,18.4524729-69.9497205,ELEGIBLE,NO,T,T PANEL,DSTRIO104,SANTO DOMINGO,DSTRIO104-HATO NUEVO,1.0,Día 1,12.0,0.0,TITULAR,9000085334,,1.0,JENIFER GÓMEZ,Cargar
